@ HyperIMU - ianovir
@ Date:Thu Jun 05 19:03:08 GMT+05:30 2025, Sampling Rate:150ms

bmi160_accelerometer.x,bmi160_accelerometer.y,bmi160_accelerometer.z,bmi160_gyroscope.x,bmi160_gyroscope.y,bmi160_gyroscope.z
8.991997,-6.1657524,-5.537199,1.065445,-1.4446259,-2.122078
4.6609974,-4.9038544,-2.0464668,-0.5707741,0.12657166,-1.3284683
6.9736786,-7.099449,-3.336813,-0.44727325,-0.4550171,0.7872009
10.081409,-6.546358,-0.3560505,1.3316727,0.4791832,2.3968506
5.810301,-5.5934963,-6.9161835,-1.4411545,0.31949997,-0.110816956
6.7368107,-6.206478,-2.566019,0.9195137,0.064888,0.7403374
8.611391,-7.1042404,-4.6154804,-0.3854561,0.18518448,0.78186035
10.282642,-6.6589527,-1.5053539,0.41028976,-0.6435394,0.5944061
10.718348,-6.5247974,-3.8348045,-0.49627304,-0.903492,-2.2455788
5.3982525,-5.902233,-2.4414463,0.057678223,-0.30160904,-2.4757576
7.043152,-7.2982864,-2.6546574,-0.38972855,-0.35274506,0.22043228
7.4884396,-6.5367756,-4.378313,0.5401993,0.45902252,1.3837433
7.222824,-5.7875423,-4.9146347,-0.6219101,0.07543564,0.8052254
8.034344,-4.664591,-3.1430664,0.5998802,0.26943207,1.042881
9.741529,-6.6014576,-5.036812,-0.4791832,0.27677536,0.30347824
8.400576,-7.506407,-3.653036,-0.69761276,0.22670746,0.19172668
10.040684,-5.8570156,-5.192528,0.9556961,-1.5554428,-1.6693306
7.775915,-5.725256,-2.3001041,-0.7562256,-0.048065186,-2.0752144
6.0687294,-5.8594112,-1.8859596,0.041656494,-0.41776657,-0.69467545
8.202038,-7.31266,-6.0878944,0.5337906,-0.0097465515,1.0737228
10.074223,-3.5344524,-6.214863,0.6360626,0.47384262,0.7647705
6.8661747,-4.7005253,-1.4047375,-0.7369995,0.81056595,0.9938812
8.338589,-3.84828,-6.796402,1.251831,-0.71603775,0.03725052
9.803816,-5.4617367,-4.46216,-0.60709,0.42390823,-0.07249832
10.174839,-4.650217,-5.609068,0.46783447,-0.5136299,-0.94488144
7.321045,-4.729273,-1.7422218,-9.3460083E-4,-0.2196312,-1.2219238
5.5324078,-4.3890934,-3.0400543,0.46676636,-0.34526825,-0.5624962
10.040684,-8.574259,-3.550024,-0.15434265,-0.089588165,1.1163139
8.826998,-3.0244827,-8.345476,2.4310303,-0.3782463,0.07770538
8.063091,-5.2512207,-1.1726608,-1.028862,0.8148384,-0.065021515
6.4852695,-3.7356853,-6.2576847,1.200695,-0.6137657,-0.8053589
11.438833,-8.35416,-5.2069016,-0.73379517,-0.028839111,0.05847931
9.920902,-4.2240944,-5.1997147,1.2593079,-0.76503754,-1.4776039
6.449335,-3.8554668,-2.280939,0.19292831,-0.45928955,-0.56142807
9.688826,-4.367832,-3.0855713,-1.0544968,-0.10347366,0.34086227
9.157295,-6.8338337,-2.4749851,-0.32363892,0.2576828,-0.1918602
7.0263824,-4.48971,-7.2560635,1.4638519,0.19266129,0.07129669
6.7104588,-4.5615788,-2.7121525,0.29626846,0.41109085,0.71149826
11.951199,-2.6103382,-8.417345,2.0347595,-1.7003059,-0.05968094
9.166878,-5.5934963,-5.999256,-1.7128563,1.4156532,0.14806747
10.390146,-8.133762,0.1443367,0.98760605,-0.834198,-1.825943
5.0080643,-4.4609623,-5.8818703,1.4212608,-0.7468796,-1.2358093
8.788668,-3.647047,-4.301653,0.40388107,-0.5966759,0.14593124
10.406916,-7.5135937,-5.7453194,-0.85956573,0.129776,0.43245316
5.453352,-4.123478,-4.7732925,0.43899536,0.14259338,-0.8288574
7.0527344,-3.5200787,-2.6690311,0.384655,0.16822815,-0.16195297
8.290676,-5.0715485,-8.390993,0.32297134,-0.28665543,0.07770538
11.331329,-4.109104,-2.611536,0.39319992,0.030708313,0.8223152
8.0583,-4.2696114,-5.1757584,0.1695633,-0.5838585,-1.348629
6.43017,-3.7740154,-0.7031174,-0.11388779,0.4365921,-0.90335846
10.198795,-4.7172947,-4.04562,-1.3878822,0.105342865,0.081977844
14.445948,-1.5041561,-2.649866,0.5711746,0.5719757,-0.25888443
9.942463,-0.26172256,-5.446165,0.2707672,0.5932045,-0.55929184
9.638517,-0.4530735,-0.5884266,0.5285835,-0.36556244,-0.64661026
9.336967,0.13116074,-3.1430664,-1.5455627,0.6347275,-0.3132248
10.754282,0.605196,-3.087967,1.1091042,-0.15140533,-0.40481567
8.168499,2.1351051,-4.888283,0.16529083,0.13832092,-0.49333572
8.508379,1.6871223,-2.8076782,-0.006275177,-0.31122208,-0.04793167
11.642462,2.66424,-5.594694,-0.35568237,0.14152527,0.44527054
8.970436,-0.12756729,-1.3807812,-0.2651596,0.043525696,-0.02243042
8.96804,1.8500252,-2.0991707,0.885334,-0.1695633,-0.2141571
5.2667923,-2.8855362,-3.8228264,0.34526825,-0.46035767,0.4568863
13.134041,-10.348522,-7.368658,-1.7032433,2.0207405,4.240818
11.369659,-4.6047,-3.569189,1.8601227,-0.8065605,1.0161781
7.2970886,-1.3939571,-3.9689598,0.88747025,0.14259338,-0.18117905
12.20274,-7.8989906,-2.9226685,-2.2634697,0.2076149,-0.64567566
11.991924,-6.247204,-3.3080654,1.3669205,-0.89494705,-1.8323517
6.573908,-2.6366901,-6.3511143,-0.011615753,0.068092346,-2.242508
6.2292366,-2.1985893,-3.0017242,-0.86170197,0.11816025,-0.88747025
11.2139435,-2.7013721,-9.047096,-0.19586563,-0.027770996,1.6319466
10.1005745,-2.423479,-3.7844963,1.3412857,-0.51683426,0.70295334
6.8826447,-1.6335201,-2.9011078,0.2419281,0.014820099,0.22684097
9.999958,-7.439329,-4.4789295,-1.8810844,0.16181946,0.7658386
9.166878,-7.439329,-1.8404427,0.31869888,0.342865,1.8450356
4.6873493,-2.4258747,-6.2385197,0.066223145,1.311245,0.38131714
9.207603,-4.3342934,-3.5164852,-0.18091202,-0.9141731,-0.0074768066
11.453207,-5.4832973,-5.166176,0.12056351,0.20227432,-0.42190552
12.892082,-5.028427,-7.0599213,-0.36743164,-1.0175133,-1.9068527
6.585886,-4.025257,-2.2186527,-0.71683884,-0.091724396,-2.0837593
5.9202003,-5.5096493,-2.7169437,-0.6847954,-0.49654007,-0.039520264
9.604979,-8.959656,-2.2545872,0.7851982,-0.25901794,2.6140785
7.9504967,-4.9469757,-8.6473255,0.9109688,0.52604675,1.3261986
7.493231,-3.1801987,-3.9905205,0.068359375,1.0363388,1.0779953
12.035046,-5.6749477,-4.4214344,-0.13404846,0.018024445,0.6134987
12.820513,-4.4609623,-7.105438,0.19613266,-0.67344666,-1.2645149
8.225994,-5.3659115,-5.4437695,-1.0448837,-0.5275154,-2.9955292
4.361843,-5.432989,-1.883564,0.022563934,-0.7139015,-1.7215347
8.79825,-8.686853,-0.17188644,-1.5594482,-0.010814667,2.2028542
9.98798,-7.0898666,-11.120514,3.6135674,0.565567,0.61777115
8.879402,-4.348667,-3.7198143,-0.620842,1.8183327,1.9206047
11.553823,-4.726877,-6.482874,-0.40575027,0.2012062,0.80308914
13.550581,-4.9948883,-4.117489,0.2622223,-0.45928955,-1.0398102
11.012711,-6.8625813,-5.9968605,-2.0195389,-1.0920143,-3.1106186
5.8603096,-6.630205,-0.41833687,-0.61777115,0.087184906,-2.5662804
4.476534,-5.562353,1.93507,-0.4207039,0.27784348,1.8364906
12.949577,-7.4560986,-8.585039,3.0521393,-0.19399643,2.7259636
9.071053,-3.7428722,-5.7237587,0.56476593,1.7234039,1.7149925
10.093388,-3.8743324,-4.828392,-0.528183,0.5367279,1.3272667
15.312866,-5.7228603,-5.415022,-0.8052254,0.01695633,-1.9451714
12.561785,-7.57588,-4.5244465,0.048065186,-1.6737366,-3.5004807
7.7998714,-5.550375,-1.8260689,-1.2025642,0.22670746,-2.3009872
5.204506,-6.285534,-0.8181076,-0.82538605,-0.50935745,-0.42617798
9.616957,-7.53755,-5.170967,2.3884392,-0.4624939,3.2510757
9.298637,-5.413824,-4.225292,-0.26195526,1.9174004,2.8995323
9.896946,-4.4154453,-5.158989,-0.19693375,0.2299118,1.839695
13.162788,-4.324711,-4.9361954,-0.23311615,0.34500122,0.36849976
14.218662,-5.9980583,-9.513945,0.20360947,-1.709919,-3.0179596
9.799025,-8.636545,-2.9370422,-1.9642639,0.34820557,-4.0342712
3.9905205,-6.3023033,-3.4134731,-0.6730461,-1.0962868,-1.2922859
7.4117794,-9.876883,1.4490566,1.4681244,-0.1779747,3.2010078
9.542692,-5.2584076,-8.709612,1.529808,0.99588394,2.2338295
8.774294,-3.2448807,-5.427,-0.024299622,1.2079048,1.450901
11.386129,-5.9333763,-2.2905216,-1.3814735,0.2938652,0.6924057
13.078941,-4.856241,-7.440527,1.1751938,-1.2145805,-1.5756035
8.122982,-7.31266,-1.8428383,-1.5466309,0.0073432922,-3.147869
2.1351051,-5.047592,-3.2793179,0.88640213,-0.30908585,-1.3443565
9.159691,-8.382908,-1.0265274,0.068359375,-0.3133583,2.8686905
12.803743,-4.3582497,-8.486818,2.1583939,0.1862526,2.0911026
7.909771,-4.3938847,-1.7134743,-1.1621094,1.3155174,-0.12470245
7.790289,-4.379511,-5.0392075,-0.022163391,0.22363663,-0.2066803
11.357681,-8.198444,-3.851574,-0.2789116,-0.15247345,-0.07036209
7.241989,-7.0659103,-4.3447742,0.83099365,-1.8622589,-1.2869453
5.941761,-4.4585667,-1.4813976,-0.7284546,0.5506134,-1.2516975
7.158142,-7.1425705,-2.3767643,-0.44620514,-0.3345871,-0.062885284
9.607374,-6.335842,-4.244158,0.80228806,-0.9184456,1.9482422
4.457369,-5.325485,-3.2817135,-0.8137703,0.8649063,-0.22911072
6.9018097,-5.0859222,-3.1598358,0.36663055,-0.31442642,0.06916046
9.509153,-4.913437,-4.5436115,-0.7913399,1.4071083,1.0918808
11.69277,-4.4968967,-4.907448,0.18224716,-0.65208435,0.054340363
4.613085,-3.9078712,-5.6186504,1.098423,-1.3956261,-1.8610573
7.7807064,-5.6845303,-4.4597645,-0.09252548,0.08398056,-0.5646324
