@ HyperIMU - ianovir
@ Date:Thu Jun 05 19:03:08 GMT+05:30 2025, Sampling Rate:150ms

bmi160_accelerometer.x,bmi160_accelerometer.y,bmi160_accelerometer.z,bmi160_gyroscope.x,bmi160_gyroscope.y,bmi160_gyroscope.z
-19.81725,-3.922245,8.265522,2.4183464,-1.0622406,1.7832184
-7.4752636,-8.837778,4.1905556,4.9770164,-0.22069931,2.54385
-1.5137386,-5.7420254,-2.8963165,2.6665497,0.041389465,0.4782486
-7.930134,-10.228741,9.515142,-2.6438522,0.35461426,-2.3841667
-18.014538,-4.5639744,7.178505,-1.7661285,-0.3208351,-3.6688423
-7.7504616,0.37042427,2.6869984,-1.5348816,-1.6151237,-1.5276718
-13.345755,2.5612278,11.432844,0.3921318,1.0277939,-0.95876694
-11.58856,-6.8098774,0.29526138,-1.5263367,-0.34633636,2.9198265
-7.1928787,-8.2775,2.0500603,3.415432,-0.42617798,1.3826752
-3.4098797,-5.7036953,-1.9458504,2.5354385,1.0917473,1.0683823
-6.5247974,-10.908501,1.465826,-2.540512,0.30347824,-1.1472893
-14.897224,-5.794729,4.8367767,-0.9415436,0.26088715,-3.6891365
-10.460817,0.44708443,1.2241669,-0.77531815,-0.477314,-1.774807
-11.827824,-3.0915604,6.371477,-0.53886414,0.43766022,0.020160675
-14.763069,-5.5455837,5.131439,3.030777,1.0033607,1.0587692
-8.253244,-8.349369,4.437006,1.1719894,-0.53165436,3.8349342
-3.1918774,-6.3262596,0.072467804,1.5629196,0.06275177,1.3794708
-2.2078724,-7.178505,2.3731709,-1.1204529,-0.4699707,-1.8738747
-18.390352,-5.5551662,11.119316,-3.2243729,1.6968346,-2.409668
-7.140175,0.82289886,2.2560844,-2.6470566,-2.1040535,-0.039520264
-7.733692,-1.4131222,3.2975845,-0.25875092,0.08825302,-0.9790611
-15.7090435,-5.413824,9.244736,2.1753502,0.13832092,0.22790909
-7.037163,-8.013981,4.5711613,2.8933907,0.39613724,2.3968506
-1.0325165,-6.7451954,1.2265625,2.2861671,0.7061577,1.1514282
-6.5367756,-8.768305,3.8743324,-2.7801704,1.066246,-1.4083099
-11.904484,-8.519159,9.776266,1.335144E-4,-0.14713287,-3.9831352
-9.024338,-2.1674461,1.0253296,-0.5228424,-2.1710777,-1.5809441
-9.63732,-2.4785786,2.2512932,-1.121521,-0.6755829,-0.18972397
-11.634077,-2.8975143,3.8527718,-0.394001,0.09679794,1.659584
-13.245138,-7.82263,7.2791214,1.7003059,2.0845604,2.9955292
-6.5966663,-6.5319843,4.173786,0.6681061,-0.82258224,2.9006004
-2.3899403,-7.1305923,0.6111851,-0.20441055,0.11281967,1.1067009
-9.445669,-7.31266,3.472166,-1.6765404,0.5953407,-2.4917793
-10.403322,-3.0723953,6.668535,-3.1188965,-0.37931442,-1.900444
-9.440878,-0.63274574,4.219303,-2.0664024,-0.02363205,-0.82244873
-14.502245,0.834877,7.8678474,0.2344513,0.087184906,0.45274734
-14.930763,-7.9588814,8.567072,2.7070045,0.16288757,2.9730988
-5.298834,-5.6102657,3.113121,1.9453049,-1.167717,2.6386452
-3.7449684,-5.308716,0.6063938,1.335144E-4,0.87652206,-0.16088486
-8.57905,-6.455324,4.997284,-2.1474457,0.20547867,-1.7865562
-10.9420395,-3.1754074,4.5759525,-1.4698601,-0.44433594,-2.8645515
-10.759972,0.45666695,-0.04970932,-1.2611771,-0.41028976,-1.766262
-14.810982,2.371973,6.515215,-0.3715706,-0.048065186,0.39840698
-14.679522,-4.0372353,6.292721,2.5833702,1.1247253,2.0282173
-8.461664,-5.1506042,3.5057049,1.863327,-0.37504196,2.8952599
-4.020466,-5.763586,-0.58603096,0.7213783,0.7774544,1.288948
-7.4057903,-7.5159893,0.7094059,-1.0735893,-0.6691742,-1.358242
-11.028282,-7.2407913,2.0332909,-2.582035,0.39079666,-2.3510551
-11.653242,-2.045269,1.6359158,-0.6092262,0.11175156,-2.7537346
-15.342512,0.04970932,4.8894806,1.0962868,1.2695885,-2.1092606
-15.249083,-3.3167496,2.540865,-0.05634308,-0.027770996,2.5299644
-11.222029,-8.323017,3.757246,3.109684,1.2269974,4.037342
-6.436159,-6.2567863,1.4849911,1.20924,0.39720535,2.2274208
-3.8336067,-6.972481,2.9621964,-1.2291336,-1.394558,0.2854538
-13.525427,-4.2097206,1.5017605,-1.0480881,-0.80869675,-2.5290298
-10.025112,-2.3543053,4.063587,-2.1005821,-0.75862885,-2.3713493
-13.328985,-0.637537,6.9676895,-1.9897652,0.020160675,-1.1420822
-9.979595,-1.667059,7.595045,1.3817406,-0.07890701,0.36315918
-14.348925,-5.394659,9.337866,3.3844566,0.21722794,3.2596207
-4.7098083,-6.0795097,3.2520676,2.5865746,0.04673004,1.9984436
-2.301302,-6.23283,1.9566307,-1.1683846,1.1758614,-0.19506454
-9.210897,-5.9118156,6.0411797,-2.1207428,-0.9205818,-3.0286407
-10.939644,-3.029274,5.751608,-2.6704216,-1.1634445,-2.0326233
-11.55023,-0.99897766,5.94775,-1.7201996,-0.35060883,-1.5745354
-11.308271,-1.8467312,8.191257,0.21749496,-0.68719864,1.2622452
-12.031452,-6.369381,12.639643,3.6390686,1.7404938,2.094307
-5.895046,-7.2024612,5.5863094,3.0840492,0.49093246,2.279625
-3.2805157,-4.6262608,0.17547989,-0.85956573,-0.48158646,0.8500862
-8.897369,-6.7380085,5.7420254,-2.8058052,0.4568863,-2.1903038
-9.309118,-2.9070969,6.4864674,-2.3434448,-0.59560776,-1.6949654
-9.84544,-0.09163284,6.180126,-1.9439697,-0.5189705,-1.1111069
-10.386553,1.0313187,10.891731,-1.0183144,-0.47103882,0.8436775
-13.491888,-6.045971,9.902935,3.2641602,0.8191109,2.0463753
-6.8119736,-5.248825,3.295189,3.1788445,0.53245544,1.8076515
-4.058796,-5.0787354,1.9542351,0.7564926,0.7988167,0.87451935
-9.613363,-4.760416,2.0213127,-0.6657028,-0.28345108,-1.1175156
-10.958809,-5.5479794,6.6421833,-3.7975502,-0.45288086,-2.6535988
-11.257963,2.9825592,3.4697704,-2.4808311,0.1937294,-1.3646507
-10.554247,-0.68065834,8.23917,0.95249176,-0.2344513,-0.18651962
-18.699389,-5.3994503,9.838552,1.9303513,0.40895462,3.5824585
-6.7880173,-7.8010693,4.7244816,3.572979,-1.2858772,2.6140785
-3.0460434,-4.5759525,-2.424677,1.6769409,0.5857277,0.028705597
-7.9588814,-9.069855,3.3811321,-4.080868,0.2725029,-1.9868279
-15.48625,-3.3859234,8.603006,-1.9833565,1.1375427,-3.522911
-9.625341,1.4646282,8.773096,-2.479763,-1.7141914,-0.19292831
-9.926891,-1.3963528,10.733919,-0.12336731,0.4504776,0.21081924
-14.669939,-8.344578,8.492807,5.561943,1.0204506,2.0526505
-4.872711,-5.3039246,2.0500603,2.896595,-0.40281296,1.8418312
-4.508875,-4.5424137,1.5832119,1.0547638,1.1663818,0.01695633
-8.8255005,-7.2455826,3.9893227,-1.4294052,-0.3623581,-1.399765
-12.960358,-4.456171,4.6406345,-0.85956573,-0.15674591,-2.6280975
-7.3578777,-1.5808163,2.4929523,-2.3466492,-1.4020348,-0.7255173
-11.279524,-3.1873856,7.224022,-0.47811508,-0.2984047,-1.283741
-10.578203,-4.877802,3.0532303,0.6552887,-1.3701248,1.2484932
-3.2996807,-9.230362,4.3363895,-0.14045715,-0.37090302,0.63058853
-4.776886,-5.3494415,3.3739452,0.65101624,0.885067,-0.92365265
-6.7784348,-7.841795,6.9293594,-1.0725212,0.15647888,-0.30147552
-8.262827,-6.0890923,1.8536186,-0.05420685,-1.9761467,0.6434059
-2.148281,-7.2599564,1.4322872,-0.1937294,-0.33031464,-0.9129715
-9.081833,-2.9023056,5.002075,-0.12763977,0.537796,-0.7916069
-10.309893,-4.650217,6.3214684,0.28772354,-0.5679703,1.1802673
-10.73362,-6.2879295,5.5096493,2.524891,1.9599915,1.7043114
-7.1425705,-5.409033,3.711729,2.2724152,1.3570404,2.2092628
-3.9701576,-7.949299,4.386698,-0.07116318,0.70936203,1.186676
-9.551077,-6.436159,-3.3344173,-1.2025642,-1.3263321,-1.2591743
-8.202936,-5.6581783,3.7620373,-3.0475998,-0.6180382,-1.7438316
-9.409735,-1.9686089,1.4514523,0.4847908,0.45368195,-1.9654655
-13.824581,-0.8387699,-0.06887436,0.7969475,1.0651779,-0.80963135
-15.668318,-4.1522255,1.0732422,1.7300797,1.6180611,1.3954926
-9.634924,-4.4968967,2.8855362,1.0920143,0.06702423,3.2095528
-6.91259,-7.975651,1.6934109,-0.6847954,0.31736374,2.8537369
-6.431368,-7.183296,3.922245,0.44326782,-0.51683426,-1.4487648
-12.864532,-5.1817474,1.1475067,-2.142105,-0.31015396,-2.8208923
-10.769554,-1.0205383,-0.7941513,-1.324997,-0.42097092,-1.9408989
-13.879681,-2.1339073,4.283985,-0.9149742,0.45581818,-1.6299438
-16.348078,-3.5679913,5.11467,1.5671921,0.17036438,2.576828
-9.888561,-7.458494,3.4577923,2.3405075,-0.0097465515,3.6644363
-3.9725533,-6.316677,1.0636597,1.4745331,0.90322495,1.7214012
-5.1482086,-6.3023033,4.30315,-0.7487488,-0.5838585,-1.4541054
-14.071331,-6.240017,2.8496017,-3.2052803,0.057411194,-2.3670769
-10.769554,-1.1043854,2.1386986,-1.74263,-0.63179016,-1.8535805
-12.529444,-0.94148254,4.551996,-1.1631775,0.5857277,-1.0674477
-14.772652,-0.7501316,5.287155,2.1806908,0.13725281,1.0215187
-12.053013,-7.125801,3.6805859,2.8572083,0.6571579,3.397007
-4.5040836,-5.962124,2.3995228,1.6352844,-0.04058838,2.0314217
-4.468149,-5.354233,0.9366913,-0.11602402,0.23204803,-0.5774498
-9.177658,-7.4872417,1.2672882,-1.4773369,-0.09813309,-3.1341171
-14.523806,-2.4929523,3.6135082,-1.9578552,-1.2294006,-3.20755
-11.241194,-1.4801998,1.5712337,-0.7551575,-0.28665543,-1.6278076
-13.965923,-2.9598007,4.2815895,-0.6794548,-0.50935745,0.6560898
-14.645983,-6.1705437,5.634222,2.1477127,1.5583801,3.4290504
-7.640562,-7.0251846,2.8855362,1.473465,0.58145523,3.1552124
-6.1274223,-7.590254,3.517683,-0.25875092,0.94688416,0.8426094
-8.516764,-3.7812023,2.7852192,0.6403351,-1.2315369,-2.0230103
-10.707268,-5.081131,2.880745,-2.6481247,-1.4232635,-2.818756
-9.716076,2.0296974,-2.7957,0.048065186,-0.041656494,-1.195221
-16.123188,0.5429096,6.553545,-0.537796,0.7008171,-0.25995255
-17.26261,-5.0451965,6.7571735,1.6470337,0.91176987,3.535595
-6.1968956,-6.199291,2.5049305,2.109394,-0.050201416,3.0944633
-4.9948883,-6.4026203,0.47463417,-0.53245544,1.1045647,0.45274734
-8.176884,-6.0148277,6.714052,-2.5032616,-0.5125618,-2.7740288
-11.653242,-1.9638176,3.4865398,-1.5434265,-0.7862663,-3.004074
-10.752785,-1.7940273,2.2608757,-2.4073982,-0.31656265,-1.0514259
-13.745525,-0.3812046,7.3794384,0.066223145,-0.3058815,0.5997467
-14.006649,-4.8083286,5.878277,2.9839134,1.5359497,2.3605347
-7.5734844,-5.023636,3.3907146,1.579876,0.21829605,2.7503967
-6.4649067,-5.916607,2.9070969,0.319767,0.9586334,0.74674606
-6.488863,-6.30949,1.8655968,-1.1886787,-0.72978973,-1.437149
-8.459269,-3.388319,2.0955772,-3.8667107,-1.3573074,-1.5820122
-12.256342,-1.6119595,4.650217,-1.2984276,1.1801338,-1.7279434
-11.356184,1.4215069,6.065136,-0.31843185,-0.13965607,0.07343292
-15.151161,-0.812418,4.7652073,2.997799,1.3239288,1.5446281
-9.055481,-6.357403,4.9661407,2.0178032,-0.3261757,3.179779
-4.5376225,-5.6821346,1.93507,1.372261,0.7859993,1.2335396
-6.8958206,-5.873785,2.2728539,-0.7369995,-0.6914711,-1.4541054
-12.498301,-5.100296,3.3667583,-1.5519714,-0.23338318,-2.4085999
-10.513521,-2.6989765,2.2417107,-2.929306,0.049934387,-1.6438293
-13.015457,0.17398262,7.8941994,0.085315704,0.48452377,-0.9981537
-10.738411,-3.8982887,5.401846,2.2095299,0.24486542,0.6284523
-12.934006,-6.2735558,7.7100353,2.2212791,1.107769,2.8783035
-5.317999,-7.0659103,3.0316696,2.2275543,-0.32297134,2.196579
-5.042801,-6.9101944,3.101143,0.10026932,0.20547867,0.068092346
-8.533533,-4.4274235,2.3420277,-2.2326279,0.015888214,-2.2136688
-14.222256,1.2274609,4.741251,-0.8520889,-0.22697449,-2.131691
-8.796753,0.5429096,1.3652096,0.5498123,-0.7192421,-0.61790466
-15.170326,0.58363533,1.381979,-1.0577011,0.32470703,2.1433067
-11.878132,-3.6063213,7.0443497,3.2641602,0.43338776,1.4017677
-9.4289,-1.1499023,1.6646633,1.3977623,0.52604675,1.9567871
-2.6199207,-5.6054745,0.72138405,-0.8914757,-0.5763817,1.849308
-11.097755,-4.329502,1.4155178,-1.2888145,1.2302017,-2.3542595
-16.800552,2.8340302,3.5967388,-0.37691116,0.7157707,-2.7505302
-6.077114,-0.88638306,2.1506767,-2.5629425,-1.2400818,0.9277916
-10.185619,-2.5240955,4.9948883,0.83847046,1.5870857,-1.145153
-12.424036,-0.8959656,3.9462013,0.09706497,-0.64888,0.15647888
-11.631681,-3.7021465,4.2552376,2.7889824,0.0084114075,2.0378304
-5.153,-4.1570168,0.6686802,2.0347595,-0.09279251,1.6137886
-6.584688,-4.825098,1.5927944,-1.7873573,0.40361404,0.1001358
-12.697138,-1.7844448,4.9469757,-1.2856102,-0.5849266,-2.4395752
-7.681288,-0.48900795,1.0756378,-2.43824,-0.4847908,-0.64661026
-9.88377,-1.190628,2.6103382,-1.9099236,0.3216362,-0.5785179
-10.927666,-1.8991356,6.2807426,-0.47811508,-0.16208649,-0.4197693
-12.634851,-1.3580227,4.676569,3.1640244,0.73272705,1.1248589
-7.3914165,-3.7165203,1.4778042,2.5664139,0.43766022,1.9482422
-7.15934,-4.5615788,1.5664425,-0.009479523,0.86704254,1.2984276
-6.6781178,-5.897442,1.3795834,-1.6073799,-0.9248543,-0.26636124
-8.933304,-1.2768707,1.6526852,-0.9926796,-0.31656265,-1.487217
-8.219706,-0.70701027,1.5784206,-1.3974953,0.33432007,-1.2155151
-12.680368,-0.61837196,5.0140533,-1.1471558,0.14472961,-1.0749245
-12.467157,1.8739815,4.123478,1.4318085,0.45902252,-0.42938232
-11.729603,-3.0963516,4.8822937,3.0702972,0.87652206,1.6574478
-6.7808304,-4.039631,1.6502895,1.6619873,0.33966064,1.6308784
-6.1657524,-4.9541626,3.1155167,-1.2153816,-0.04272461,0.5016136
-10.39374,-2.377962,0.70461464,-1.5220642,-0.91524124,-1.029129
-7.037163,-2.0213127,1.3867702,-2.2081947,-0.2909279,-0.9715843
-11.0067215,-1.0301208,4.779581,-1.7756081,0.8223152,-1.4253998
-11.492735,-0.8052311,5.471319,-0.9139061,-0.6616974,0.18745422
-11.6700115,-1.9949608,5.023636,3.017025,0.8839989,1.0972214
-8.684458,-4.214512,2.6678333,2.304325,-0.2057457,2.3361015
-5.073944,-5.176956,1.1475067,0.53165436,0.41215897,0.83299637
-7.0659103,-5.497671,2.2704582,-1.2909508,-0.4188347,-1.139946
-15.318556,-3.4769573,3.52487,-1.1514282,1.4081764,-3.0019379
-7.393812,-0.85793495,-0.13116074,-1.149292,-1.1133766,-0.24713516
-10.05386,-3.8171368,3.8240242,-1.3750648,-0.24513245,-0.36542892
-13.273886,-2.368679,4.875107,1.0973549,0.3225708,0.04365921
-12.199146,-6.793108,4.8011417,2.9200935,1.4901543,2.0836258
-6.3690815,-5.5791225,1.6934109,1.3892174,-0.3857231,2.2338295
-4.664591,-5.583914,1.4179134,-0.2576828,0.28959274,0.62524796
-8.971634,-7.1042404,0.9846039,-1.6446304,0.101070404,-2.2945786
-12.579752,-2.6989765,3.9342232,-0.55488586,0.1436615,-2.5491905
-7.2548656,-0.9558563,1.7604885,-1.2068367,-0.91630936,-0.21629333
-9.156097,-2.84511,4.22649,-0.6858635,-0.34313202,-0.08424759
-14.535784,-2.7325153,4.798746,2.0326233,1.2291336,0.12990952
-10.089794,-7.678892,4.286381,2.633438,1.2569046,2.228489
-6.397829,-4.77479,2.6199207,0.68826675,-0.052337646,1.7938995
-3.5488262,-5.7012997,-0.07366562,-0.45261383,0.06275177,-0.021362305
-10.827049,-6.5703144,5.0404053,-3.0965996,0.31202316,-2.7783012
-11.408888,0.30574226,1.6766415,-0.66984177,-0.71710587,-1.2484932
-8.519159,-1.0133514,1.7748623,-1.2079048,0.157547,-0.5049515
-12.412058,-1.0900116,5.7995205,-0.10641098,0.11175156,0.15220642
-14.432772,-3.620695,3.783598,2.8987312,0.8914757,1.849308
-6.809578,-5.9764977,2.514513,1.4307404,-0.5359268,2.6482582
-5.4569454,-5.710882,1.0205383,0.7905388,0.8659744,0.07022858
-9.347448,-8.437708,-0.22189522,-1.1503601,-1.0301971,-1.2516975
-13.920406,0.31532478,-1.3568249,1.5203285,1.1801338,-2.1796227
-5.6914177,-4.4082584,6.630205,-2.9261017,-1.987896,1.4124489
-11.581373,-4.257633,1.9877739,-1.1567688,0.8775902,-2.6760292
-8.851852,-1.3604183,0.33568764,-1.1779976,-0.87158203,-0.4985428
-9.673254,-0.97502136,2.457018,0.024700165,0.47811508,0.48999786
-13.427206,-2.773241,4.398676,1.7929649,0.06061554,1.57547
-12.656412,-6.3789635,2.8328323,3.0787086,0.5644989,2.752533
-6.431368,-4.085148,0.60878944,0.23658752,-0.38785934,1.5722656
-2.5432606,-5.3182983,0.2090187,-1.121521,-0.5040169,-0.4847908
-13.080139,-4.4968967,2.854393,-1.9354248,0.66677094,-3.05521
-10.587786,-0.5584812,1.8464317,0.36449432,0.5570221,-1.6629219
-9.948452,0.1883564,3.330824,-1.6264725,-0.8683777,0.66890717
-8.136158,-1.5400906,2.9765701,1.4989662,-0.23231506,0.11068344
-11.243589,-2.7420979,2.2441063,2.640915,1.5189934,-1.0205841
-12.792664,-1.7125759,6.206478,0.71496964,1.6989708,1.0673141
-8.418543,-4.475336,4.058796,1.6566467,-0.14606476,1.9792175
-5.0332184,-4.7819767,0.9941864,-0.09893417,-0.44433594,0.17356873
-8.997986,-3.517683,-2.058445,-0.053138733,-0.810833,-1.5979004
-11.11692,-6.3954334,2.1985893,-2.2634697,0.46863556,-1.4061737
-9.486395,-3.048439,2.6582508,-1.7788124,-0.5434036,0.20975113
-3.5919476,-6.168148,2.22015,-2.049446,-1.6800117,0.2640915
-9.091415,-4.9996796,3.3595715,0.22069931,0.032844543,-2.215805
-10.688402,0.04252243,-0.5333271,-0.6347275,-0.55088043,-0.6988144
-18.122341,-4.899063,6.778734,1.6065788,0.6347275,0.090522766
-13.017853,-15.333229,11.406492,2.719822,-1.4286041,4.354706
-2.6819077,-7.571089,2.4186878,3.0202293,1.691494,2.405262
-4.2405643,-6.1322136,0.99897766,-0.86063385,0.7487488,0.010547638
-14.320177,-13.353241,6.1465874,-5.2835655,-0.35167694,-3.5847282
-15.701857,-0.034137726,3.0652084,-2.2081947,-0.34740448,-2.9082108
-11.581373,-2.4450397,5.543188,-1.5977669,-0.291996,-0.010681152
-8.756027,0.58363533,4.4202366,1.7216682,0.1937294,0.634861
-21.287268,-5.8330593,10.314983,3.8840675,2.15065,1.7149925
-11.272337,-9.457647,5.119461,2.6708221,-1.1634445,3.7145042
0.5165577,-7.504011,-6.334345,0.9396744,0.82645416,1.752243
-5.9573326,-6.7978992,2.5169086,-0.8349991,0.5292511,-3.0094147
-21.246542,-12.256641,0.7118015,-2.5096703,0.83393097,-3.1670952
-14.380068,-0.1203804,5.90942,-1.6063118,-2.0614624,-1.979351
-6.752083,-1.427496,2.4522266,-2.1900368,-0.93006134,-0.63926697
-16.58285,2.9466248,0.9390869,2.1243477,1.3388824,1.4049721
-14.377672,-6.630205,3.2808151,3.6582947,0.7711792,2.5789642
-12.51507,-5.248825,3.9102669,0.48265457,-0.32924652,3.6601639
-2.9310532,-5.691717,-1.5269146,2.1615982,0.48879623,1.3379478
-2.6366901,-5.4425716,0.83847046,-1.172657,-0.9056282,-2.7378464
-16.963455,-8.437708,3.960575,-3.2840538,0.17036438,-4.378338
-12.9483795,-1.3532314,0.45067787,-0.29172897,0.25981903,-2.1103287
-8.658106,-2.25848,3.6638165,-2.2730827,-1.080265,-0.31002045
-11.610121,-0.60878944,-0.018566132,1.0590363,-0.17690659,0.8212471
-10.405718,-5.241638,2.8879318,2.1243477,0.342865,1.0033607
-13.257116,-6.2352257,2.552843,1.0697174,0.33432007,2.6769638
-5.7632866,-4.9014587,1.686224,0.8406067,-0.09492874,1.7224693
-3.285307,-5.0715485,-0.5189533,-1.1982918,-0.55835724,-0.5209732
-11.255568,-5.9525414,2.540865,-1.5647888,0.555954,-3.1180954
-14.4663105,-2.6486683,2.0021477,-2.081356,-0.33672333,-1.3976288
-8.849457,-1.530508,2.6941853,-1.274929,-0.6137657,-0.1417923
-10.05386,-3.388319,2.8376236,-0.18518448,-0.7851982,0.89481354
-6.3163776,-6.103466,-2.5444584,0.72992325,-0.37090302,0.029773712
-8.193653,-3.8051586,-1.4023418,0.20895004,0.50268173,-0.88853836
-11.437635,-1.8323574,2.1410942,0.093860626,0.54740906,-0.51776886
-12.562983,-3.395506,4.540018,1.8984413,0.9233856,0.48145294
-11.164833,-5.8330593,2.727724,1.2965584,-0.4783821,2.5789642
-4.4801273,-5.6198483,1.5832119,0.6627655,-0.33031464,1.5658569
-5.9525414,-4.0731697,0.36922646,-0.4014778,0.17036438,-0.96090317
-9.639715,-0.9438782,3.4290447,-1.0203171,-0.107746124,-1.4893532
-10.58539,-3.4218578,-0.10241318,-2.0866966,-0.45394897,-1.2602425
-11.164833,-1.8847618,3.0340652,0.17063141,1.1801338,-1.0131073
-8.717697,-2.071621,3.0508347,-0.43979645,-0.28024673,0.5783844
-8.91893,-3.6710033,2.25848,0.5615616,-0.90242386,1.4028358
-8.3323,-3.1155167,-0.7677994,1.1219215,0.02122879,0.68920135
-7.087471,-2.7876148,-0.964241,-0.34606934,-0.08211136,-0.039520264
-8.231684,-2.3731709,1.25531,-0.9852028,0.24059296,-1.2495613
-11.2364025,-0.91033936,2.9981308,-0.11709213,0.5953407,-1.2336731
-9.965221,-1.5472775,3.0532303,1.2954903,0.012683868,0.37490845
-10.073025,-2.9957352,1.8152885,1.5766716,0.16609192,0.5229759
-6.313982,-4.913437,1.8823662,0.3857231,0.11709213,0.9427452
-7.2117443,-5.107483,3.9509926,-1.2845421,-0.20467758,0.6231117
-7.4369335,-3.498518,2.682207,0.14713287,-0.5412674,-0.90869904
-10.98037,-2.5288868,3.0987473,-1.4719963,0.28959274,-1.5841484
-9.639715,-2.174633,2.292019,0.9396744,1.4028358,-0.71056366
-10.09219,-1.465826,3.4673748,0.6276512,0.5591583,0.42604446
-10.101772,-4.0731697,2.9933395,0.8641052,-0.020427704,1.7821503
-6.306795,-5.0451965,2.0692253,0.67972183,-0.78840256,0.8841324
-7.968464,-2.8759537,-0.1838646,-0.35888672,-0.19720078,-0.53913116
-8.756027,-3.4242535,2.3875446,-0.50268173,0.74554443,-1.2858772
-11.160042,-1.0924072,2.311184,-0.6357956,0.082912445,0.06702423
-7.8103523,-3.7500591,2.006939,-1.5838814,-0.9769249,1.4071083
-7.633375,-3.8075542,1.4538479,-1.9332886,-0.68078995,0.8084297
-8.29397,-3.4290447,2.026104,-2.2176743,-0.4689026,0.25247574
-8.591028,-2.792406,3.582365,-2.057991,0.07543564,-0.3558159
-8.543116,-2.4019184,4.4465885,-1.1514282,-0.30908585,-0.055408478
-10.441652,-1.1139679,3.5392437,0.9790611,0.41856766,-0.26636124
-8.696436,-3.4290447,3.1418686,0.8906746,-0.59453964,0.9853363
-7.767231,-3.4098797,1.4107265,1.2283325,0.2927971,-0.07890701
-7.556715,-3.4865398,1.6071682,0.20360947,-0.16101837,0.103206635
-8.641336,-2.8355274,2.4330616,-0.3567505,0.2012062,-0.55181503
-9.055481,-2.3543053,2.8136673,-0.39720535,0.15007019,-0.41870117
-9.182449,-2.1410942,2.9334488,-0.05847931,0.24272919,-0.3281784
-8.84227,-2.5121174,3.0244827,0.12163162,-0.17904282,0.3652954
-8.164906,-3.2329025,2.430666,0.2057457,-0.28985977,0.42284012
-8.471247,-2.990944,1.8248711,0.07797241,-0.1631546,0.20347595
-8.105015,-3.086769,1.8416405,-0.47597885,-0.13004303,0.012683868
-8.507181,-2.6103382,2.4162922,-0.55274963,0.07116318,-0.21522522
-8.6149845,-2.4354572,3.010109,-0.5484772,0.02122879,-0.05968094
-8.181675,-4.0348396,4.025257,-0.15861511,-0.03845215,-0.051136017
-10.621325,-1.0349121,2.4522266,0.85769653,0.37584305,-0.34727097
-7.3986034,-3.8530712,3.342802,0.38999557,-0.11842728,0.2854538
-8.093037,-3.730894,2.2704582,0.50081253,0.32470703,-0.56783676
-9.103394,-2.9765701,2.7253284,0.69467545,0.22563934,0.04579544
-8.61738,-3.5727825,1.9949608,-0.41322708,-0.27397156,0.02336502
-8.052311,-3.7907848,2.3683796,-0.63899994,-0.6105614,0.76690674
-7.2357006,-4.2504463,2.4402485,-0.18945694,0.6347275,-1.979351
-10.487169,-2.0548515,4.657404,-0.2874565,0.08825302,0.51122665
-8.222101,-3.7979717,2.327654,1.3370132,0.7220459,-0.15127182
-8.454477,-3.5871563,3.4290447,0.7192421,0.19693375,0.86063385
-6.1202354,-4.351063,2.4091053,1.2539673,0.28852463,-0.56570053
-8.945282,-3.0987473,2.8136673,1.1655807,0.6592941,-0.9257889
-9.282766,-2.8903275,2.1914024,1.1771965,0.26195526,-0.09813309
-8.274805,-3.7404766,2.5432606,0.3272438,-0.10026932,0.3791809
-7.9564857,-3.802763,1.7652798,-0.087184906,-0.2057457,0.3504753
-7.144966,-3.9390144,2.0213127,-0.7710457,-0.2696991,-0.23872375
-8.684458,-3.4170666,3.3023758,-0.97665787,0.13191223,-0.806427
-9.3738,-2.5193043,3.0795822,-0.13404846,0.11281967,-0.3409958
-8.454477,-3.4026928,3.3119583,-0.011615753,-0.16849518,0.370636
-8.238871,-3.776411,2.7516804,0.38999557,-0.2057457,0.5090904
-7.5399456,-3.94141,2.2512932,0.33044815,-0.045928955,0.16075134
-8.066685,-3.6111126,2.1075554,0.012950897,0.14045715,-0.09906769
-8.3323,-3.5296612,3.0460434,-0.35461426,0.013751984,-0.06181717
-7.5279675,-3.177803,2.7013721,-0.13191223,0.15861511,-0.39520264
-8.377817,-3.9366188,3.6757946,-0.041389465,-0.12056351,-0.21095276
-10.420092,-1.5472775,1.5616512,0.0044059753,0.07022858,0.5847931
-6.378664,-4.891876,3.0699997,-0.4440689,-0.5200386,0.85222244
-9.184845,-3.2808151,1.5544643,-0.06061554,0.052070618,-0.31642914
-6.137005,-5.009262,2.8831406,-0.5495453,-0.26008606,-0.53806305
-10.45363,-2.3519096,2.746889,0.5551529,0.85422516,-1.0034943
-8.863831,-3.5057049,2.5360737,0.2855873,-0.04058838,0.7861328
-7.793583,-4.372324,2.7852192,0.22390366,-0.12590408,0.89481354
-6.867073,-4.5064793,1.3652096,-0.043525696,-0.2280426,0.19813538
-8.037937,-4.0156746,2.0284996,-0.4579544,0.14472961,-0.5785179
-8.775192,-3.3574753,2.7301197,-0.58893204,0.20334244,-0.65408707
-9.522329,-2.8283405,2.89991,-0.45902252,-0.1417923,0.088386536
-9.16568,-3.6159039,2.4162922,0.07476807,-0.24299622,0.66036224
-7.4896374,-3.3191452,1.5520687,0.84487915,-0.23338318,0.5208397
-9.261206,-2.018917,3.268837,-0.29066086,-0.11735916,0.39840698
-8.3562565,-0.867218,3.812046,-0.74768066,-0.9407425,0.9064293
